pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.88071980,0.00000280,-0.00000270,0,0.040360,0.000740,-0.000820,0,13.260,0.717,-0.504,0,1.183,0.064,-0.045,0,252.35576,12.39531,-12.71314,0,0.79400,0.03900,-0.04000,0,Mass,0.000000,,,0,633.00,46.00,-38.00,0,1395,25,-22,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5640.00,89.00,-82.00,0,1.06,0.03,-0.02,0,1.06,0.06,-0.06,0,0.250,0.085,-0.085,0,[Fe/H],4.41,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,173.1170000,1.3030000,-1.2850000,11.0360000,0.0080000,-0.0080000,9.4020000,0.0150000,-0.0150000,10.9505000,0.0004930,-0.0004930,2023-02-27,2023-03,2023-02-27
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,1.15890000,0.00001000,-0.00002000,0,0.016400,0.001500,-0.002900,0,2.820,0.650,-0.630,0,0.252,0.058,-0.056,0,,,,,,,,,,,,,,92.50,17.50,-33.30,0,861,64,-103,0,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M3.0,3400.00,100.00,-100.00,0,0.45,0.09,-0.09,0,0.45,0.09,-0.09,0,0.000,,,-1,[Fe/H],4.50,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532000,0.2574000,-0.2558000,15.1800000,0.2000000,-0.2000000,10.6470000,0.0190000,-0.0190000,14.1309000,0.0004990,-0.0004990,2022-06-27,2022-06,2022-06-27
TOI-4495.01,TOI-4495,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,5.18300430,,,0,0.061733,,,0,3.630,0.208,-0.208,0,0.324,0.019,-0.019,0,,,,,,,,,,,,,,346.63,,,0,1383,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6156.00,,,0,1.34,,,0,1.17,,,0,,,,,,4.25,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m27.00s,286.3624951,+37d01m33.56s,37.0259902,132.2140000,0.4960000,-0.4930000,9.5310000,0.0030000,-0.0030000,8.2170000,0.0180000,-0.0180000,9.3859000,0.0002140,-0.0002140,2024-06-11,2024-05,2024-06-11
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,1.85870300,0.00002500,-0.00003500,0,0.028300,0.001100,-0.001200,0,1.910,0.120,-0.120,0,0.170,0.011,-0.011,0,,,,,,,,,,0.000000,,,0,,,,,1491,23,-19,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,9.19252200,0.00006000,-0.00010000,0,0.082300,0.003300,-0.003600,0,3.100,0.130,-0.130,0,0.277,0.012,-0.012,0,,,,,,,,,,0.000000,,,0,,,,,875,13,-11,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,16.36498800,0.00004400,-0.00004400,0,0.120800,0.004800,-0.005200,0,4.070,0.150,-0.150,0,0.363,0.013,-0.013,0,,,,,,,,,,0.000000,,,0,,,,,722,11,-9,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.00,56.00,-56.00,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,0.3860000,-0.3840000,10.9390000,0.0080000,-0.0080000,9.1900000,0.0230000,-0.0230000,10.7498000,0.0008490,-0.0008490,2021-01-21,2021-02,2021-01-28
TOI-4515 b,TOI-4515,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.135C/abstract target=ref>Carleo et al. 2024</a>,15.26644600,0.00001300,-0.00001300,0,0.118000,0.001000,-0.001000,0,12.170,0.430,-0.430,0,1.086,0.039,-0.039,0,637.00000,17.00000,-17.00000,0,2.00500,0.05200,-0.05200,0,Mass,0.461000,0.007000,-0.007000,0,,,,,705,10,-10,0,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.135C/abstract target=ref>Carleo et al. 2024</a>,G8/G9,5433.00,70.00,-70.00,0,0.86,0.03,-0.03,0,0.95,0.02,-0.02,0,0.050,0.030,-0.030,0,[Fe/H],4.48,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h24m44.68s,21.1861778,+21d30m47.03s,21.5130638,193.4990000,1.7260000,-1.6970000,11.9380000,0.0340000,-0.0340000,10.1340000,0.0180000,-0.0180000,11.8121000,0.0006370,-0.0006370,2024-03-10,2024-02,2024-03-10
TOI-4527.01,TOI-4527,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,0.39944450,,,0,0.008332,,,0,0.909,0.953,-0.953,0,0.081,0.085,-0.085,0,,,,,,,,,,,,,,571.51,,,0,1363,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3702.00,,,0,0.49,,,0,0.48,,,0,,,,,,4.75,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m53.34s,19.4722574,+05d28m16.32s,5.4711996,18.1037000,0.0174000,-0.0174000,10.9170000,0.0150000,-0.0150000,7.0200000,0.0180000,-0.0180000,10.1927000,0.0008480,-0.0008480,2024-06-11,2024-05,2024-06-11
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,9.95581000,0.00007600,-0.00007800,0,0.099400,0.003000,-0.003200,0,11.859,1.233,-0.695,0,1.058,0.110,-0.062,0,473.56433,41.31769,-41.31769,0,1.49000,0.13000,-0.13000,0,Mass,0.101000,0.034000,-0.033000,0,,,,,,,,,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4896.00,110.00,-110.00,0,3.55,0.18,-0.15,0,1.31,0.07,-0.18,0,0.230,0.060,-0.060,0,[Fe/H],3.48,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.9860000,2.4630000,-2.4090000,9.9730000,0.0060000,-0.0060000,7.5240000,0.0260000,-0.0260000,9.6410000,0.0001990,-0.0001990,2023-11-29,2023-11,2023-11-29
TOI-4559 b,TOI-4559,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,3.96599100,0.00031400,-0.00033200,0,0.035900,0.000800,-0.000800,0,1.415,0.126,-0.112,0,0.126,0.011,-0.010,0,,,,,,,,,,,,,,15.77,1.44,-1.44,0,554,19,-19,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,3558.00,73.00,-83.00,0,0.37,0.02,-0.01,0,0.39,0.03,-0.03,0,-0.090,0.200,-0.220,0,[Fe/H],4.88,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h04m03.25s,211.0135378,-30d00m50.85s,-30.0141252,31.6354000,0.0738500,-0.0738500,13.1150000,0.0060000,-0.0060000,8.6190000,0.0250000,-0.0250000,12.0797000,0.0005830,-0.0005830,2024-04-15,2023-11,2024-04-15
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,225.11781000,0.00025000,-0.00022000,0,0.768000,0.005000,-0.005000,0,12.530,0.150,-0.150,0,1.118,0.014,-0.013,0,732.00000,152.00000,-149.00000,0,2.30000,0.48000,-0.47000,0,Mass,0.760000,0.020000,-0.020000,0,,,,,318,4,-4,0,0,<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,F7 V,6096.00,32.00,-32.00,0,1.15,0.05,-0.05,0,1.19,0.06,-0.06,0,0.080,0.060,-0.060,0,[M/H],4.39,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.6050000,2.5280000,-2.4910000,12.1400000,0.2170000,-0.2170000,10.6190000,0.0230000,-0.0230000,11.9551000,0.0004210,-0.0004210,2023-02-07,2022-08,2023-02-07
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,31.03400000,0.00100000,-0.00100000,0,,,,,10.536,1.009,-1.345,0,0.940,0.090,-0.120,0,168.44906,15.89142,-15.89142,0,0.53000,0.05000,-0.05000,0,Mass,0.510000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...44G/abstract target=ref>Grunblatt et al. 2023</a>,,5190.00,100.00,-100.00,0,2.50,0.10,-0.10,0,1.34,0.06,-0.06,0,0.170,0.060,-0.060,0,[Fe/H],3.77,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.8460000,3.6280000,-3.5620000,11.2700000,0.0140000,-0.0140000,9.3290010,0.0200000,-0.0200000,11.0809000,0.0003640,-0.0003640,2023-01-23,2023-02,2023-01-23
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,82.68690000,0.00030000,-0.00030000,0,0.349000,0.021000,-0.021000,0,6.800,0.310,-0.300,0,0.607,0.028,-0.026,0,959.84179,,,1,3.02000,,,1,Mass,0.250000,0.330000,-0.170000,0,,,,,347,12,-11,0,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,12.4406000,0.0002520,-0.0002520,2023-09-19,2023-09,2023-09-19
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,482.81910000,0.00180000,-0.00170000,0,1.152000,0.068000,-0.068000,0,9.420,0.420,-0.410,0,0.841,0.037,-0.037,0,2946.26933,,,1,9.27000,,,1,Mass,0.210000,0.290000,-0.140000,0,,,,,191,6,-6,0,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,12.4406000,0.0002520,-0.0002520,2023-09-19,2023-09,2023-09-19
TOI-4602.01,TOI-4602,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.98120910,,,0,0.050997,,,0,2.550,0.784,-0.784,0,0.227,0.070,-0.070,0,,,,,,,,,,,,,,603.69,,,0,1380,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6011.90,,,0,1.16,,,0,1.12,,,0,,,,,,4.36,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m24.08s,60.6003316,+31d19m47.41s,31.3298354,63.0637000,0.2000000,-0.1988000,8.3200000,0.0300000,-0.0300000,6.8830000,0.0270000,-0.0270000,8.1730300,0.0002950,-0.0002950,2024-06-11,2024-05,2024-06-11
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,7.24599000,0.00022000,-0.00021000,0,0.088800,0.001000,-0.001000,0,11.680,0.426,-0.392,0,1.042,0.038,-0.035,0,4096.80817,184.34048,-181.16219,0,12.89000,0.58000,-0.57000,0,Mass,0.325000,0.020000,-0.020000,0,1192.00,71.00,-68.00,0,1677,24,-24,0,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,F,6264.00,95.00,-94.00,0,2.74,0.05,-0.05,0,1.76,0.06,-0.06,0,0.342,0.039,-0.040,0,[Fe/H],3.81,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.6430000,2.4840000,-2.4320000,9.2400000,0.0300000,-0.0300000,7.7860000,0.0170000,-0.0170000,9.0746900,0.0002410,-0.0002410,2023-03-28,2023-03,2023-03-28
TOI-4633 c,TOI-4633,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..241E/abstract target=ref>Eisner et al. 2024</a>,271.94450000,0.00390000,-0.00400000,0,0.847000,0.061000,-0.061000,0,3.200,0.200,-0.190,0,0.285,0.018,-0.017,0,123.00000,,,1,0.38700,,,1,Mass,0.117000,0.186000,-0.085000,0,1.56,0.20,-0.16,0,,,,,0,<a refstr=EISNER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..241E/abstract target=ref>Eisner et al. 2024</a>,G V,5800.00,50.00,-50.00,0,1.05,0.05,-0.05,0,1.10,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m22.34s,256.8431021,+62d28m31.97s,62.4755480,95.2016000,0.2390000,-0.2377000,9.0170000,0.0020000,-0.0020000,7.3490000,0.0240000,-0.0240000,8.8198300,0.0002310,-0.0002310,2024-05-13,2024-05,2024-05-13
TOI-4641 b,TOI-4641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,22.09341000,0.00005100,-0.00004700,0,0.173000,0.015000,-0.015000,0,8.183,0.291,-0.314,0,0.730,0.026,-0.028,0,1229.99594,,,1,3.87000,,,1,Mass,0.074000,,,1,,,,,,,,,0,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,,6560.00,300.00,-340.00,0,1.72,0.04,-0.04,0,1.41,0.07,-0.06,0,-0.090,0.110,-0.180,0,[M/H],4.11,0.69,-0.69,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501000,0.4815000,-0.4763000,7.5100000,0.0300000,-0.0300000,6.5790000,0.0290000,-0.0290000,7.4077500,0.0004660,-0.0004660,2023-12-14,2023-12,2023-12-14
TOI-470 b,TOI-470,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,12.19148000,0.00003000,-0.00003000,0,0.119000,0.008000,-0.008000,0,4.340,0.290,-0.290,0,0.387,0.026,-0.026,0,,,,,,,,,,,,,,,,,,660,70,-70,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G,5190.00,90.00,-90.00,0,0.83,0.02,-0.02,0,0.87,0.09,-0.09,0,0.100,0.080,-0.080,0,[Fe/H],4.54,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.4600000,0.4010000,-0.3980000,11.1710000,0.0170000,-0.0170000,9.4220000,0.0190000,-0.0190000,11.2461000,0.0005810,-0.0005810,2023-08-22,2023-03,2023-08-22
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.28088000,0.00002200,-0.00002300,0,0.055500,0.001100,-0.001200,0,12.442,0.560,-0.560,0,1.110,0.050,-0.050,0,734.18362,101.70509,-104.88337,0,2.31000,0.32000,-0.33000,0,Mass,0.000000,,,0,783.20,56.60,-50.00,0,1472,26,-24,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6058.00,99.00,-94.00,0,1.41,0.04,-0.04,0,1.24,0.07,-0.08,0,0.207,0.085,-0.089,0,[Fe/H],4.23,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.8020000,3.6960000,-3.6160000,11.5410000,0.0140000,-0.0140000,10.0190000,0.0230000,-0.0230000,11.3152000,0.0006050,-0.0006050,2023-02-27,2023-03,2023-02-27
TOI-480 b,TOI-480,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.86619600,0.00001400,-0.00001400,0,0.077000,0.001000,-0.001000,0,2.854,0.132,-0.102,0,0.255,0.012,-0.009,0,20.80000,4.40000,-4.20000,0,0.06544,0.01384,-0.01321,0,Mass,0.000000,,,0,,,,,1199,25,-27,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6174.00,90.00,-119.00,0,1.49,0.04,-0.03,0,1.28,0.03,-0.03,0,0.164,0.077,-0.070,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m30.83s,88.3784618,-16d15m55.43s,-16.2653974,54.5306000,0.1249000,-0.1244000,7.2800000,0.0300000,-0.0300000,6.0100000,0.0330000,-0.0330000,7.1442000,0.0002530,-0.0002530,2024-07-22,2024-06,2024-07-22
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.33111000,0.00002000,-0.00002000,0,0.097000,0.001000,-0.001000,0,11.097,0.112,-0.112,0,0.990,0.010,-0.010,0,486.27990,9.53490,-9.53490,0,1.53000,0.03000,-0.03000,0,Mass,0.153000,0.006000,-0.007000,0,,,,,1370,10,-10,0,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735.00,72.00,-72.00,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,0.260,0.050,-0.050,0,[Fe/H],4.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.3849980,179.3660000,1.0180000,-1.0070000,9.9720000,0.0050000,-0.0050000,8.4430000,0.0230000,-0.0230000,9.8465900,0.0004320,-0.0004320,2020-12-10,2020-11,2020-12-17
